Word,Sana,Rank
apologize,pyydä anteeksi,3782
doctrine,oppi,3783
genuine,aito,3784
thumb,peukalo,3785
unity,yhtenäisyys,3786
compromise,vaarantaa,3787
horrible,kamala,3788
behavioral,käyttäytymiseen,3789
exclusive,yksinomainen,3790
scatter,hajaantua,3791
commonly,yleisesti,3792
convey,välittää,3793
rush,kiire,3794
twist,kierre,3795
complexity,monimutkaisuus,3796
fork,haarukka,3797
disk,levy,3798
relieve,lievittää,3799
suspicion,epäily,3800
lock,Lukko,3801
finish,suorittaa loppuun,3802
health-care,terveydenhuolto,3803
health-care,terveydenhuolto,3804
health-care,terveydenhuolto,3805
health-care,terveydenhuolto,3806
residence,asuinpaikka,3807
shame,häpeä,3808
meaningful,mielekäs,3809
sidewalk,jalkakäytävä,3810
Olympics,olympialaiset,3811
technological,teknologinen,3812
signature,allekirjoitus,3813
pleasant,miellyttävä,3814
wow,Vau,3815
suspend,keskeyttää,3816
rebel,kapinallinen,3817
frozen,jäädytetty,3818
desire,himoita,3819
spouse,puoliso,3820
fluid,neste,3821
pension,eläke,3822
resume,jatkaa,3823
theoretical,teoreettinen,3824
sodium,natrium,3825
blow,isku,3826
promotion,edistäminen,3827
delicate,herkkä,3828
forehead,otsa,3829
rebuild,uudistaa,3830
bounce,pomppia,3831
electrical,sähkö-,3832
hook,koukku,3833
detective,etsivä,3834
traveler,matkustaja,3835
click,klikkaus,3836
compensation,korvaus,3837
signal,signaali,3838
exit,poistuminen,3839
attraction,vetovoima,3840
dedicate,omistaa,3841
altogether,yhteensä,3842
pickup,noukkia,3843
carve,paloitella,3844
needle,neula,3845
belly,vatsa,3846
ship,alus,3847
scare,pelästyttää,3848
portfolio,salkku,3849
shuttle,sukkula,3850
invisible,näkymätön,3851
timing,ajoitus,3852
engagement,sitoumus,3853
ankle,nilkka,3854
transaction,liiketoimi,3855
rescue,pelastaa,3856
counterpart,vastine,3857
historically,historiallisesti,3858
firmly,tiukasti,3859
mild,lievä,3860
rider,ratsastaja,3861
doll,nukke,3862
noon,keskipäivä,3863
exhibit,näyttely,3864
amid,keskellä,3865
identical,identtinen,3866
precise,täsmällinen,3867
anxious,ahdistunut,3868
structural,rakenteellinen,3869
residential,asuin-,3870
loud,äänekäs,3871
diagnose,diagnoosi,3872
carbohydrate,hiilihydraatti,3873
liberty,vapaus,3874
poster,juliste,3875
theology,teologia,3876
nonprofit,voittoa tavoittelematon,3877
crawl,ryömiä,3878
oxygen,happi,3879
handsome,komea,3880
magic,taika-,3881
sum,summa,3882
provided,mikäli,3883
businessman,liikemies,3884
promising,lupaava,3885
conscious,tajuissaan,3886
determination,päättäväisyys,3887
donor,luovuttaja,3888
hers,hänen,3889
pastor,pastori,3890
jazz,jazz,3891
opera,ooppera,3892
Japanese,japanilainen,3893
bite,purra,3894
frame,kehys,3895
evil,paha,3896
acquisition,hankinta,3897
pit,kuoppa,3898
hug,halata,3899
wildlife,villieläimet,3900
punish,rangaista,3901
giant,jättiläinen,3902
primary,ensisijainen,3903
equity,oma pääoma,3904
wrong,väärä,3905
doorway,oviaukko,3906
departure,lähtö,3907
elevator,Hissi,3908
teenage,teini-ikäinen,3909
guidance,opastus,3910
happiness,onnellisuus,3911
statue,patsas,3912
pursuit,pyrkimys,3913
repair,korjaus,3914
decent,kunnollinen,3915
gym,kuntosali,3916
oral,oraalinen,3917
clerk,virkailija,3918
Israeli,israelilainen,3919
envelope,kirjekuori,3920
reporting,raportointi,3921
destination,määränpää,3922
fist,nyrkki,3923
endorse,hyväksyä,3924
exploration,tutkiminen,3925
generous,antelias,3926
bath,kylpy,3927
rescue,pelastaa,3928
thereby,siten,3929
overall,yleensä ottaen,3930
indicator,indikaattori,3931
sunlight,auringonvalo,3932
feedback,palaute,3933
spectrum,spektri,3934
purple,violetti,3935
laser,laser,3936
bold,rohkea,3937
reluctant,vastahakoinen,3938
starting,alkaen,3939
expertise,asiantuntemus,3940
practically,käytännössä,3941
program,ohjelmoida,3942
picture,kuva,3943
tune,virittää,3944
eating,syöminen,3945
age,ikä,3946
volunteer,vapaaehtoinen,3947
hint,vihje,3948
sharply,terävästi,3949
parade,paraati,3950
advocate,puolestapuhuja,3951
realm,valtakunta,3952
ban,kieltää,3953
strip,kaistale,3954
cancel,peruuttaa,3955
blend,sekoitus,3956
therapist,terapeutti,3957
slice,viipale,3958
peel,kuori,3959
pizza,pizza,3960
recipient,vastaanottaja,3961
hesitate,epäröidä,3962
flip,voltti,3963
accounting,kirjanpito,3964
debate,keskustelu,3965
bias,puolueellisuus,3966
huh,häh,3967
metaphor,metafora,3968
candle,kynttilä,3969
handle,kahva,3970
worry,huoli,3971
judicial,oikeudellinen,3972
entity,kokonaisuus,3973
suffering,kärsimys,3974
full-time,täysaikainen,3975
feel,tuntea,3976
lamp,lamppu,3977
garbage,roska,3978
servant,palvelija,3979
addition,lisäys,3980
regulatory,sääntelyn,3981
diplomatic,diplomaattinen,3982
elegant,tyylikäs,3983
inside,sisällä,3984
reception,vastaanotto,3985
vanish,kadota,3986
automatically,automaattisesti,3987
chin,leuka,3988
trail,polku,3989
necessity,välttämättömyys,3990
confess,tunnustaa,3991
racism,rasismi,3992
starter,käynnistin,3993
interior,sisusta,3994
banking,pankkitoiminta,3995
casual,rento,3996
gravity,painovoima,3997
enroll,kirjoittautua,3998
diminish,vähentää,3999
prevention,ennaltaehkäisy,4000
Arab,arabi,4001
value,arvo,4002
minimize,minimoida,4003
chop,pilkkoa,4004
performer,esiintyjä,4005
intent,tahallisuus,4006
isolate,eristää,4007
pump,pumppu,4008
inventory,inventaario,4009
productive,tuottava,4010
assembly,kokoonpano,4011
civic,kansalais-,4012
silk,silkki,4013
magnitude,suuruus,4014
steep,jyrkkä,4015
hostage,panttivanki,4016
collector,keräilijä,4017
popularity,suosio,4018
kiss,suudella,4019
alien,ulkomaalainen,4020
dynamic,dynaaminen,4021
scary,pelottava,4022
equation,yhtälö,4023
angel,enkeli,4024
switch,vaihtaa,4025
offering,uhri,4026
rage,raivo,4027
photography,valokuvaus,4028
repair,korjaus,4029
toilet,WC,4030
disappointed,pettynyt,4031
precious,kallisarvoinen,4032
prohibit,kieltää,4033
representative,edustaja,4034
content,pitoisuus,4035
realistic,realistinen,4036
Russian,Venäjän kieli,4037
hidden,kätketty,4038
command,komento,4039
tender,hellä,4040
wake,herätä,4041
gathering,keräys,4042
outstanding,maksamatta,4043
stumble,kompastella,4044
lonely,yksinäinen,4045
automobile,auto,4046
artificial,keinotekoinen,4047
dawn,valjeta,4048
abstract,abstrakti,4049
descend,laskeutua,4050
silly,typerä,4051
hook,koukku,4052
tide,vuorovesi,4053
shared,yhteinen,4054
hopefully,Toivon mukaan,4055
readily,helposti,4056
cooperate,tehdä yhteistyötä,4057
revolutionary,vallankumouksellinen,4058
romance,romanssi,4059
hardware,laitteisto,4060
pillow,tyyny,4061
kit,pakki,4062
cook,kokki,4063
spread,levitä,4064
continent,maanosa,4065
seal,tiiviste,4066
circuit,piiri,4067
sink,pesuallas,4068
ruling,hallitseva,4069
shortage,puute,4070
annually,vuosittain,4071
lately,viime aikoina,4072
trap,ansa,4073
scan,skannata,4074
fool,typerys,4075
deadline,takaraja,4076
rear,takaosa,4077
processing,käsittely,4078
ranch,karjatila,4079
coastal,rannikko-,4080
undertake,sitoutuvat,4081
softly,pehmeästi,4082
reserve,varata,4083
burning,palaa,4084
verbal,sanallinen,4085
tribal,heimo-,4086
ridiculous,naurettava,4087
automatic,Automaattinen,4088
diamond,timantti-,4089
credibility,uskottavuus,4090
import,tuonti,4091
sexually,seksuaalisesti,4092
spring,kevät,4093
way,tapa,4094
divine,jumalallinen,4095
sentiment,näkemys,4096
cart,kärry,4097
oversee,valvoa,4098
stem,varsi,4099
o'clock,kello,4100
o'clock,kello,4101
o'clock,kello,4102
o'clock,kello,4103
elder,vanhin,4104
pro,ammattilainen,4105
inspiration,inspiraatio,4106
Dutch,Hollannin kieli,4107
quantity,määrä,4108
trailer,perävaunu,4109
mate,perämies,4110
o'clock,kello,4111
Greek,kreikkalainen,4112
genius,nero,4113
monument,monumentti,4114
bid,tarjous,4115
quest,etsintä,4116
sacrifice,uhrata,4117
invitation,kutsu,4118
accuracy,tarkkuus,4119
juror,palkintotuomari,4120
officially,virallisesti,4121
broker,välittäjä,4122
treasure,aarre,4123
loyalty,uskollisuus,4124
credit,luotto,4125
shock,järkyttää,4126
talented,lahjakas,4127
gasoline,bensiini,4128
stiff,jäykkä,4129
output,ulostulo,4130
nominee,ehdokas,4131
extended,laajennettu,4132
please,ole kiltti,4133
diabetes,diabetes,4134
slap,läimäys,4135
toxic,myrkyllinen,4136
alleged,väitetty,4137
jaw,leuka,4138
grief,suru,4139
mysterious,salaperäinen,4140
rocket,raketti,4141
donate,lahjoittaa,4142
inmate,vanki,4143
tackle,taklaus,4144
dynamics,dynamiikka,4145
bow,keula-,4146
ours,meidän,4147
senior,vanhempi,4148
dignity,arvokkuus,4149
carpet,matto,4150
parental,vanhempien,4151
bubble,kupla,4152
heat,lämpö,4153
buddy,kaveri,4154
barn,lato,4155
sword,miekka,4156
flash,salama,4157
seventh,seitsemäs,4158
glory,kunnia,4159
tightly,tiukasti,4160
protective,suojaava,4161
tuck,työntää,4162
drum,rumpu,4163
faint,heikko,4164
post,lähettää,4165
queen,kuningatar,4166
dilemma,dilemma,4167
input,panos,4168
specialize,erikoistuneet,4169
northeast,koilliseen,4170
shallow,matala,4171
liability,vastuu,4172
sail,purjehtia,4173
merchant,kauppias,4174
stadium,stadion,4175
improved,parantunut,4176
bloody,verinen,4177
defeat,voittaa,4178
associated,liittyvä,4179
withdrawal,vetäytyminen,4180
refrigerator,jääkaappi,4181
nest,pesä,4182
near,lähellä,4183
thoroughly,perin pohjin,4184
lane,kaista,4185
ancestor,kantaisä,4186
condemn,tuomita,4187
steam,höyry,4188
accent,aksentti,4189
escape,paeta,4190
optimistic,optimistinen,4191
unite,yhdistää,4192
cage,häkki,4193
equip,varustaa,4194
shrimp,katkarapu,4195
homeland,kotimaa,4196
exchange,vaihto,4197
rack,teline,4198
costume,puku,4199
wolf,susi,4200
courtroom,oikeussali,4201
statute,säädös,4202
cartoon,sarjakuva,4203
besides,sitä paitsi,4204
productivity,tuottavuus,4205
grin,virne,4206
symbolic,symbolinen,4207
seal,tiiviste,4208
bug,vika,4209
bless,siunata,4210
aunt,täti,4211
agriculture,maatalous,4212
rock,rock,4213
hostile,vihamielinen,4214
root,juuri,4215
conceive,ajatella,4216
combined,Yhdistetty,4217
instantly,heti,4218
bankruptcy,konkurssi,4219
vaccine,rokote,4220
bonus,bonus,4221
collaboration,yhteistyö,4222
mixed,sekoitettu,4223
opposed,vastakkainen,4224
orbit,kiertorata,4225
grasp,ymmärtää,4226
patience,kärsivällisyys,4227
spite,huolimatta,4228
tropical,trooppinen,4229
voting,äänestys,4230
patrol,partio,4231
willingness,halukkuus,4232
position,asento,4233
revelation,paljastus,4234
rent,vuokrata,4235
calm,rauhoittaa,4236
jewelry,korut,4237
Cuban,kuubalainen,4238
haul,saalis,4239
concede,myöntää,4240
trace,jäljittää,4241
wagon,vaunut,4242
afterward,jälkeenpäin,4243
spectacular,mahtava,4244
ruin,pilata,4245
sheer,silkka,4246
prior,ennen,4247
immune,immuuni,4248
reliability,luotettavuus,4249
ass,perse,4250
alongside,rinnalla,4251
bush,Puska,4252
exotic,eksoottinen,4253
fascinating,lumoava,4254
secure,turvallinen,4255
clip,klipsi,4256
thigh,reisi,4257
bull,sonni,4258
drawer,laatikko,4259
regard,ottaa huomioon,4260
sheep,lammas,4261
discourage,lannistaa,4262
coordinator,koordinaattori,4263
ideological,ideologinen,4264
runner,juoksija,4265
secular,maallinen,4266
intimate,intiimi,4267
empire,imperiumi,4268
cab,ohjaamo,4269
divorce,avioero,4270
exam,koe,4271
documentary,dokumenttielokuva,4272
neutral,neutraali,4273
biology,biologia,4274
flexible,joustava,4275
progressive,etenevä,4276
web,verkko,4277
conspiracy,salaliitto,4278
catch,ottaa kiinni,4279
casualty,uhri,4280
republic,tasavalta,4281
execution,suoritus,4282
terrific,loistava,4283
whale,valas,4284
functional,toiminnallinen,4285
star,tähti,4286
draft,luonnos,4287
instinct,vaisto,4288
teammate,joukkuekaveri,4289
aluminum,alumiini,4290
whoever,kuka tahansa,4291
ministry,ministeriö,4292
verdict,tuomio,4293
instruct,opettaa,4294
skull,kallo,4295
self-esteem,itsetunto,4296
ease,helppous,4297
cooperative,osuuskunta,4298
manipulate,manipuloida,4299
bee,mehiläinen,4300
practitioner,lääkäri,4301
loop,silmukka,4302
edit,muokata,4303
whip,ruoska,4304
puzzle,palapeli,4305
mushroom,sieni,4306
subsidy,tuki,4307
boil,kiehua,4308
tragic,traaginen,4309
mathematics,matematiikka,4310
mechanic,mekaaninen,4311
jar,purkki,4312
respect,kunnioittaminen,4313
earthquake,maanjäristys,4314
pork,sianliha,4315
creativity,luovuus,4316
safely,turvallisesti,4317
underlying,taustalla oleva,4318
dessert,jälkiruoka,4319
sympathy,myötätunto,4320
fisherman,kalastaja,4321
incredibly,uskomattoman,4322
isolation,eristäminen,4323
sock,sukka,4324
near,lähellä,4325
jump,hypätä,4326
eleven,yksitoista,4327
sexy,seksikäs,4328
entrepreneur,yrittäjä,4329
syndrome,oireyhtymä,4330
bureau,toimisto,4331
seat,istuin,4332
workplace,työpaikka,4333
ambition,kunnianhimo,4334
touchdown,maali,4335
utilize,käyttää,4336
breeze,tuulahdus,4337
costly,kallis,4338
ambitious,kunnianhimoinen,4339
Christianity,kristinusko,4340
presumably,oletettavasti,4341
influential,vaikutusvaltainen,4342
translation,käännös,4343
uncertain,epävarma,4344
dissolve,liueta,4345
object,esine,4346
statistical,tilastollinen,4347
gut,tyhjentää,4348
metropolitan,suurkaupungin,4349
rolling,jatkuva,4350
aesthetic,esteettinen,4351
spell,loitsu,4352
insert,lisätä,4353
booth,koppi,4354
helmet,kypärä,4355
waist,vyötärö,4356
expected,odotettu,4357
lion,leijona,4358
accomplishment,suoritus,4359
royal,kuninkaallinen,4360
panic,paniikki,4361
cast,heittää,4362
crush,murskata,4363
actively,aktiivisesti,4364
cliff,rantakallio,4365
minimal,minimaalinen,4366
cord,johto,4367
fortunately,onneksi,4368
cocaine,kokaiini,4369
illusion,illuusio,4370
anonymous,anonyymi,4371
tolerate,sietää,4372
appreciation,arvostus,4373
commissioner,komissaari,4374
harm,vahingoittaa,4375
flexibility,joustavuus,4376
instructional,neuvonta,4377
scramble,ryntäily,4378
casino,kasino,4379
tumor,kasvain,4380
decorate,koristella,4381
sort,järjestellä,4382
charge,veloittaa,4383
pulse,pulssi,4384
equivalent,vastaava,4385
fixed,kiinteä,4386
experienced,kokenut,4387
donation,lahjoitus,4388
diary,päiväkirja,4389
sibling,veli,4390
irony,ironia,4391
spoon,lusikka,4392
midst,kesken,4393
alley,kuja,4394
upset,poissa tolaltaan,4395
interact,olla vuorovaikutuksessa,4396
soap,saippua,4397
cute,söpö,4398
rival,kilpailija,4399
short-term,Lyhytaikainen,4400
punch,booli,4401
pin,tappi,4402
hockey,jääkiekko,4403
passing,ohimenevä,4404
persist,jatkua,4405
supplier,toimittaja,4406
known,tunnettu,4407
momentum,vauhti,4408
purse,kukkaro,4409
shed,vaja,4410
liquid,neste,4411
icon,ikoni,4412
elephant,norsu,4413
consequently,siis,4414
legislature,lainsäätäjä,4415
associate,kumppani,4416
franchise,äänioikeus,4417
correctly,oikein,4418
mentally,henkisesti,4419
foster,edistää,4420
bicycle,polkupyörä,4421
encouraging,rohkaiseva,4422
cheat,huijata,4423
access,pääsy,4424
heal,parantaa,4425
fever,kuume,4426
filter,suodattaa,4427
rabbit,kani,4428
coin,kolikko,4429
exploit,käyttää hyväkseen,4430
accessible,saatavilla,4431
organism,organismi,4432
sensation,tunne,4433
partially,osittain,4434
stay,pysyä,4435
upstairs,yläkerrassa,4436
dried,kuivattu,4437
minimum,minimi,4438
pro,ammattilainen,4439
conservation,säilyttäminen,4440
shove,työntää,4441
backyard,takapiha,4442
charter,perustamiskirja,4443
stove,liesi,4444
consent,suostumus,4445
comprise,käsittää,4446
reminder,muistutus,4447
alike,samoin,4448
placement,sijoitus,4449
dough,taikina,4450
grandchild,lapsenlapsi,4451
dam,pato,4452
reportedly,kuulemma,4453
well-known,notorinen,4454
surrounding,ympäröivä,4455
ecological,ekologinen,4456
outfit,asu,4457
unprecedented,ennennäkemätön,4458
columnist,kolumnisti,4459
workout,treenata,4460
preliminary,alustava,4461
patent,patentti-,4462
shy,ujo,4463
quote,lainata,4464
trash,roska,4465
disabled,liikuntarajoitteinen,4466
gross,brutto,4467
damn,kirottu,4468
hormone,hormoni,4469
texture,rakenne,4470
counter,laskuri,4471
pencil,lyijykynä,4472
associate,kumppani,4473
frontier,raja,4474
spray,spray,4475
bet,veto,4476
disclose,paljastaa,4477
custody,huolto,4478
banker,pankkiiri,4479
beast,peto,4480
interfere,häiritä,4481
oak,tammi-,4482
case,tapaus,4483
eighth,kahdeksas,4484
notebook,muistikirja,4485
outline,ääriviivat,4486
gaze,tuijottaa,4487
attendance,läsnäolo,4488
speculation,keinottelu,4489
uncover,paljastaa,4490
behalf,puolesta,4491
innovative,innovatiivinen,4492
shark,Hai,4493
reward,palkinto,4494
mill,mylly,4495
installation,asennus,4496
stimulate,stimuloida,4497
tag,tag,4498
vertical,pystysuora,4499
swimming,uima-,4500
fleet,laivasto,4501
catalog,luettelo,4502
outsider,ulkopuolinen,4503
sacrifice,uhrata,4504
desperately,epätoivoissaan,4505
stance,asenne,4506
compel,pakottaa,4507
sensitivity,herkkyys,4508
someday,jonain päivänä,4509
instant,välitön,4510
debut,debyytti,4511
proclaim,julistaa,4512
worldwide,maailmanlaajuinen,4513
hike,vaellus,4514
required,edellytetään,4515
confrontation,yhteenotto,4516
colorful,värikäs,4517
ideal,ihanteellinen,4518
constitution,perustuslaki,4519
trainer,kouluttaja,4520
Thanksgiving,kiitospäivä,4521
scent,tuoksu,4522
stack,pino,4523
eyebrow,kulmakarva,4524
sack,säkki,4525
cease,lopettaa,4526
inherit,periä,4527
tray,tarjotin,4528
pioneer,pioneeri,4529
organizational,organisatorinen,4530
textbook,oppikirja,4531
uh,uh,4532
nasty,ilkeä,4533
shrink,kutistua,4534
model,malli-,4535
emerging,syntymässä,4536
dot,piste,4537
wheat,vehnä,4538
fierce,raju,4539
envision,kuvitella,4540
rational,järkevä,4541
kingdom,kuningaskunta,4542
aisle,käytävä,4543
weaken,heikentää,4544
protocol,protokolla,4545
exclusively,yksinomaan,4546
vocal,laulu-,4547
marketplace,markkinat,4548
openly,avoimesti,4549
unfair,epäoikeudenmukainen,4550
terrain,maasto,4551
deploy,sijoittaa,4552
risky,riskialtis,4553
pasta,pasta,4554
genre,laji,4555
distract,häiritä,4556
merit,ansio,4557
planner,suunnittelija,4558
depressed,masentunut,4559
chunk,kimpale,4560
closest,lähin,4561
discount,alennus,4562
no,ei,4563
ladder,tikapuut,4564
jungle,viidakko,4565
migration,muutto,4566
breathing,hengittäminen,4567
invade,hyökätä,4568
hurricane,Hurrikaani,4569
retailer,jälleenmyyjä,4570
classify,luokitella,4571
wound,haava,4572
coup,vallankaappaus,4573
aid,apu,4574
ambassador,suurlähettiläs,4575
density,tiheys,4576
supportive,tukeva,4577
curiosity,uteliaisuus,4578
skip,hyppiä,4579
aggression,aggressio,4580
stimulus,ärsyke,4581
journalism,journalismi,4582
robot,robotti,4583
flood,tulva,4584
dip,sukeltaa,4585
likewise,samoin,4586
informal,epävirallinen,4587
Persian,persialainen,4588
feather,sulka,4589
sphere,pallo,4590
tighten,kiristää,4591
boast,ylpeillä,4592
pat,nokare,4593
perceived,koettu,4594
sole,pohja,4595
publicity,julkisuus,4596
major,suuri,4597
unfold,avautua,4598
joke,vitsi,4599
well-being,hyvinvointi,4600
validity,voimassaolo,4601
ecosystem,ekosysteemi,4602
strictly,tiukasti,4603
partial,osittainen,4604
collar,kaulus,4605
weed,rikkaruoho,4606
compliance,noudattaminen,4607
streak,viiru,4608
supposedly,muka,4609
added,lisättyä,4610
builder,rakentaja,4611
glimpse,vilaus,4612
premise,lähtökohta,4613
specialty,erikoisuus,4614
deem,katsomansa,4615
artifact,esine,4616
sneak,hiipiä,4617
monkey,apina,4618
mentor,opastaja,4619
two-thirds,kaksi kolmasosaa,4620
listener,kuuntelija,4621
lightning,salama,4622
legally,oikeudellisesti,4623
sleeve,hiha,4624
disappointment,pettymys,4625
disturb,häiritä,4626
rib,kylkiluu,4627
excessive,liiallinen,4628
high-tech,korkeateknologia,4629
debris,jätteet,4630
pile,pino,4631
rod,sauva,4632
logical,looginen,4633
liberal,liberaali,4634
ash,tuhka,4635
socially,sosiaalisesti,4636
parish,seurakunta,4637
slavery,orjuus,4638
blank,tyhjä,4639
commodity,hyödyke,4640
cure,parantaa,4641
mineral,mineraali,4642
hunger,nälkä,4643
dying,kuoleva,4644
developmental,kehitys-,4645
faster,nopeampi,4646
spare,vapaa,4647
halfway,puolitiessä,4648
cure,parantaa,4649
equality,tasa-arvo,4650
cemetery,hautausmaa,4651
harassment,ahdistelu,4652
deliberately,tarkoituksella,4653
fame,kuuluisuus,4654
regret,katua,4655
striking,huomiota herättävä,4656
likelihood,todennäköisyys,4657
carrot,porkkana,4658
atop,päällä,4659
toll,tietulli,4660
rim,vanne,4661
embarrassed,hämmentynyt,4662
fucking,helvetin,4663
cling,takertua,4664
isolated,yksittäinen,4665
blink,räpäytys,4666
suspicious,epäilyttävä,4667
wheelchair,pyörätuoli,4668
squad,ryhmä,4669
eligible,oikeutettu,4670
processor,suoritin,4671
plunge,syöstä,4672
this,Tämä,4673
sponsor,sponsori,4674
grin,virne,4675
color,väri-,4676
demographic,demografiset,4677
rain,sade,4678
chill,kylmyys,4679
refuge,turvapaikka,4680
steer,ohjata,4681
legislator,lainsäätäjä,4682
rally,ralli,4683
programming,ohjelmointi,4684
cheer,hurrata,4685
outlet,pistorasia,4686
intact,vahingoittumaton,4687
vendor,myyjä,4688
thrive,kukoistaa,4689
peanut,maapähkinä,4690
chew,pureskella,4691
elaborate,kehittää,4692
intellectual,älyllinen,4693
conception,käsitys,4694
auction,Huutokauppa,4695
steak,pihvi,4696
comply,täytettävä,4697
triumph,riemuvoitto,4698
shareholder,osakas,4699
comparable,vertailukelpoinen,4700
transport,kuljetus,4701
conscience,omatunto,4702
calculation,laskeminen,4703
considerably,huomattavasti,4704
interval,aikaväli,4705
scratch,naarmu,4706
awake,hereillä,4707
jurisdiction,toimivalta,4708
inevitably,väistämättä,4709
feminist,feministi,4710
constraint,rajoite,4711
emotionally,emotionaalisesti,4712
expedition,retkikunta,4713
allegedly,väitetään,4714
compromise,vaarantaa,4715
strain,rasitus,4716
similarity,samankaltaisuus,4717
butt,pusku,4718
lid,kansi,4719
dumb,tyhmä,4720
bulk,pääosa,4721
sprinkle,ripotella,4722
mortality,kuolleisuus,4723
philosophical,filosofinen,4724
conversion,muuntaminen,4725
patron,suojelija,4726
municipal,kunnallis,4727
any,minkä tahansa,4728
liver,maksa,4729
harmony,harmonia,4730
solely,ainoastaan,4731
tolerance,toleranssi,4732
instant,välitön,4733
goat,vuohi,4734
arm,käsivarsi,4735
blessing,siunaus,4736
banana,banaani,4737
running,juoksu,4738
palace,palatsi,4739
formerly,ennen,4740
peasant,talonpoika,4741
neat,siisti,4742
grandparent,isovanhempi,4743
lawmaker,lainsäätäjä,4744
supermarket,supermarket,4745
cruise,risteily,4746
mobile,mobile,4747
plain,tavallinen,4748
part,osa,4749
calendar,kalenteri,4750
widow,leski,4751
deposit,tallettaa,4752
beard,parta,4753
brake,jarru,4754
downtown,keskustassa,4755
screening,seulonta,4756
impulse,impulssi,4757
forbid,kieltää,4758
fur,turkis,4759
brutal,julma,4760
predator,saalistaja,4761
poke,tuupata,4762
opt,valita,4763
voluntary,vapaaehtoinen,4764
trouble,vaivata,4765
valid,pätevä,4766
forum,foorumi,4767
dancing,tanssi,4768
happily,onnellisesti,4769
soar,liidellä,4770
removal,poistaminen,4771
autonomy,autonomia,4772
enact,säätää,4773
round,pyöristää,4774
thread,lanka,4775
light,valo,4776
landmark,maamerkki,4777
unhappy,onneton,4778
offender,rikollinen,4779
coming,tuleva,4780
privately,yksityisesti,4781
fraction,jae,4782
distinctive,selvästi erottuva,4783
tourism,matkailu,4784
threshold,kynnys,4785
calm,rauhoittaa,4786
routinely,rutiininomaisesti,4787
suite,sviitti,4788
remark,huomautus,4789
regulator,säädin,4790
straw,olki,4791
theological,teologinen,4792
apart,erilleen,4793
exhaust,pakokaasu,4794
globe,maapallo,4795
fragile,hauras,4796
objection,vastalause,4797
chemistry,kemia,4798
old-fashioned,vanhanaikainen,4799
crowded,tungosta,4800
circle,ympyrä,4801
blast,räjähdys,4802
prevail,voittaa,4803
overnight,yön yli,4804
denial,kieltäminen,4805
rental,vuokra,4806
fantastic,fantastinen,4807
fragment,kappale,4808
level,taso,4809
screw,ruuvi,4810
warmth,lämpö,4811
undergraduate,opiskelija,4812
liquid,neste,4813
headache,päänsärky,4814
policeman,poliisi,4815
yield,tuotto,4816
projection,projektio,4817
battle,taistelu,4818
suitable,sopiva,4819
mention,mainita,4820
graduation,valmistuminen,4821
drill,porata,4822
cruel,julma,4823
mansion,palatsi,4824
regard,ottaa huomioon,4825
grape,viinirypäle,4826
authorize,valtuuttaa,4827
cottage,mökki,4828
driveway,ajotie,4829
charm,viehätys,4830
sexuality,seksuaalisuus,4831
loyal,uskollinen,4832
clay,savi,4833
pound,punta,4834
balloon,ilmapallo,4835
invention,keksintö,4836
ego,ego,4837
fare,hinta,4838
homework,kotitehtävät,4839
disc,levy,4840
sofa,sohva,4841
guarantee,takuu,4842
availability,saatavuus,4843
radar,tutka,4844
frown,rypistää otsaansa,4845
regain,saada takaisin,4846
leave,jättää,4847
permit,lupa,4848
sweater,villapaita,4849
rehabilitation,kuntoutus,4850
rubber,kumi,4851
retreat,vetäytyä,4852
molecule,molekyyli,4853
freely,vapaasti,4854
favorable,suotuisa,4855
steadily,tasaisesti,4856
veteran,veteraani-,4857
integrated,integroitu,4858
ha,ha,4859
youngster,nuorukainen,4860
broadcast,lähettää,4861
premium,palkkio,4862
accountability,vastuullisuutta,4863
overwhelm,musertaa,4864
one-third,kolmasosa,4865
contemplate,miettiä,4866
update,päivittää,4867
spark,kipinä,4868
ironically,ironisesti,4869
fatigue,väsymys,4870
beyond,ulkopuolella,4871
speculate,spekuloida,4872
marker,merkki,4873
low,matala,4874
preach,saarnata,4875
bucket,ämpäri,4876
bomb,pommi,4877
blond,vaalea,4878
confession,tunnustus,4879
provoke,provosoida,4880
marble,marmori,4881
substantially,merkittävästi,4882
twist,kierre,4883
defender,puolustaja,4884
fish,kalastaa,4885
explicit,täsmällinen,4886
transport,kuljetus,4887
disturbing,järkyttävä,4888
surveillance,valvonta,4889
magnetic,magneettinen,4890
technician,teknikko,4891
mutter,mutista,4892
devastating,tuhoisa,4893
depart,lähteä,4894
arrow,nuoli,4895
trauma,trauma,4896
neighboring,naapuri-,4897
soak,liota,4898
ribbon,nauha,4899
meantime,sillä välin,4900
transmit,lähettää,4901
screen,kuvaruutu,4902
harvest,sato,4903
consecutive,peräkkäinen,4904
republican,tasavaltalainen,4905
coordinate,koordinoida,4906
worldwide,maailmanlaajuinen,4907
within,sisällä,4908
spy,vakooja,4909
slot,aukko,4910
riot,mellakka,4911
nutrient,ravintoaine,4912
citizenship,kansalaisuus,4913
severely,vakavasti,4914
sovereignty,suvereniteetti,4915
ridge,harjanne,4916
brave,urhea,4917
lighting,valaistus,4918
specify,eritellä,4919
contributor,avustaja,4920
frustrate,turhauttaa,4921
crowd,väkijoukko,4922
articulate,artikuloitu,4923
